recipe,ingredient,grams,kcal_100,protein_100,fat_100,carbs_100,fiber_100,protein_contribution,kcal_contribution
Тёплый салат с индейкой и свёклой,Соль,0.8,0,0,0,0,0,0.0,0.0
Тёплый салат с индейкой и свёклой,Чёрный перец,0.3,251,10.4,3.3,64,25,0.03,0.8
Тёплый салат с индейкой и свёклой,Чеснок,3,149,6.4,0.5,33.1,2.1,0.19,4.5
Тёплый салат с форелью,Форель,144,148,20.5,6.5,0,0,29.52,213.1
Тёплый салат с форелью,Салат,90,15,1.4,0.2,2.9,1.3,1.26,13.5
Тёплый салат с форелью,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Тёплый салат с форелью,Авокадо,63,160,2,15,8.5,6.7,1.26,100.8
Тёплый салат с форелью,Лимон,30,29,1.1,0.3,9.3,2.8,0.33,8.7
Тёплый салат с форелью,Оливковое масло,14,884,0,100,0,0,0.0,123.8
Тёплый салат с форелью,Чёрный перец,0.8,251,10.4,3.3,64,25,0.08,2.0
Тёплый салат с форелью,Соль,0.8,0,0,0,0,0,0.0,0.0
Запечённый картофель с творогом и зеленью,Картофель,280,77,2,0.1,17,2.2,5.6,215.6
Запечённый картофель с творогом и зеленью,Творог 5%,130,121,17,5,3,0,22.1,157.3
Запечённый картофель с творогом и зеленью,Огурцы,100,15,0.7,0.1,3.6,0.5,0.7,15.0
Запечённый картофель с творогом и зеленью,Салат,50,15,1.4,0.2,2.9,1.3,0.7,7.5
Запечённый картофель с творогом и зеленью,Уксус бальзамический,22,88,0.5,0,17,0,0.11,19.4
Запечённый картофель с творогом и зеленью,Оливковое масло,13,884,0,100,0,0,0.0,114.9
Запечённый картофель с творогом и зеленью,Горчица,8,66,4.4,4,5.8,3.3,0.35,5.3
Запечённый картофель с творогом и зеленью,Соль,0.7,0,0,0,0,0,0.0,0.0
Запечённый картофель с творогом и зеленью,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
"Батат с чечевицей, фетой и шпинатом",Батат,240,86,1.6,0.1,20,3,3.84,206.4
"Батат с чечевицей, фетой и шпинатом",Чечевица готовая,150,116,9.0,0.4,20.1,7.9,13.5,174.0
"Батат с чечевицей, фетой и шпинатом",Фета,40,265,14.2,21.5,3.9,0,5.68,106.0
"Батат с чечевицей, фетой и шпинатом",Шпинат,80,23,2.9,0.4,3.6,2.2,2.32,18.4
"Батат с чечевицей, фетой и шпинатом",Лимон,10,29,1.1,0.3,9.3,2.8,0.11,2.9
"Батат с чечевицей, фетой и шпинатом",Оливковое масло,5,884,0,100,0,0,0.0,44.2
Запечённая цветная капуста с нутом,Цветная капуста,162,25,1.9,0.3,5,2,3.08,40.5
Запечённая цветная капуста с нутом,Нут готовый,117,164,8.9,2.6,27.4,7.6,10.41,191.9
Запечённая цветная капуста с нутом,Греческий йогурт 2%,180,73,9,2,4,0,16.2,131.4
Запечённая цветная капуста с нутом,Тахини,33,595,17,54,21,9.3,5.61,196.3
Запечённая цветная капуста с нутом,Лимон,24,29,1.1,0.3,9.3,2.8,0.26,7.0
Запечённая цветная капуста с нутом,Чеснок,4,149,6.4,0.5,33.1,2.1,0.26,6.0
Запечённая цветная капуста с нутом,Соль,0.7,0,0,0,0,0,0.0,0.0
Запечённая цветная капуста с нутом,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Баклажан с индейкой,Баклажан,162,25,1,0.2,6,3,1.62,40.5
Баклажан с индейкой,Индейка,153,114,23.7,1.5,0,0,36.26,174.4
Баклажан с индейкой,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Баклажан с индейкой,Моцарелла,72,254,24.3,15.9,2.8,0,17.5,182.9
Баклажан с индейкой,Горчица,17,66,4.4,4,5.8,3.3,0.75,11.2
Баклажан с индейкой,Мёд,14,304,0.3,0,82,0.2,0.04,42.6
Баклажан с индейкой,Лимон,8,29,1.1,0.3,9.3,2.8,0.09,2.3
Баклажан с индейкой,Оливковое масло,9,884,0,100,0,0,0.0,79.6
Баклажан с индейкой,Соль,0.8,0,0,0,0,0,0.0,0.0
Баклажан с индейкой,Чёрный перец,0.3,251,10.4,3.3,64,25,0.03,0.8
Баклажан с индейкой,Чеснок,3,149,6.4,0.5,33.1,2.1,0.19,4.5
Кабачок с курицей и сыром,Кабачок,162,17,1.2,0.3,3.1,1,1.94,27.5
Кабачок с курицей и сыром,Курица,153,120,22.5,2.6,0,0,34.42,183.6
Кабачок с курицей и сыром,Грюйер,32,413,30,32,0.4,0,9.6,132.2
Кабачок с курицей и сыром,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Кабачок с курицей и сыром,Горчица,17,66,4.4,4,5.8,3.3,0.75,11.2
Кабачок с курицей и сыром,Мёд,14,304,0.3,0,82,0.2,0.04,42.6
Кабачок с курицей и сыром,Лимон,8,29,1.1,0.3,9.3,2.8,0.09,2.3
Кабачок с курицей и сыром,Оливковое масло,9,884,0,100,0,0,0.0,79.6
Кабачок с курицей и сыром,Соль,0.8,0,0,0,0,0,0.0,0.0
Кабачок с курицей и сыром,Чёрный перец,0.3,251,10.4,3.3,64,25,0.03,0.8
Кабачок с курицей и сыром,Чеснок,3,149,6.4,0.5,33.1,2.1,0.19,4.5
Тыква с чечевицей,Тыква,162,26,1,0.1,6.5,0.5,1.62,42.1
Тыква с чечевицей,Чечевица готовая,90,116,9.0,0.4,20.1,7.9,8.1,104.4
Тыква с чечевицей,Шпинат,90,23,2.9,0.4,3.6,2.2,2.61,20.7
Тыква с чечевицей,Тахини,33,595,17,54,21,9.3,5.61,196.3
Тыква с чечевицей,Лимон,24,29,1.1,0.3,9.3,2.8,0.26,7.0
Тыква с чечевицей,Чеснок,4,149,6.4,0.5,33.1,2.1,0.26,6.0
Тыква с чечевицей,Соль,0.7,0,0,0,0,0,0.0,0.0
Тыква с чечевицей,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
"Боул с фасолью, киноа и сладким перцем",Перец,135,31,1,0.3,6,2.1,1.35,41.9
"Боул с фасолью, киноа и сладким перцем",Фасоль готовая,117,127,8.7,0.5,22.8,6.4,10.18,148.6
"Боул с фасолью, киноа и сладким перцем",Киноа,63,368,14,6,64,7,8.82,231.8
"Боул с фасолью, киноа и сладким перцем",Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
"Боул с фасолью, киноа и сладким перцем",Тахини,33,595,17,54,21,9.3,5.61,196.3
"Боул с фасолью, киноа и сладким перцем",Лимон,24,29,1.1,0.3,9.3,2.8,0.26,7.0
"Боул с фасолью, киноа и сладким перцем",Чеснок,4,149,6.4,0.5,33.1,2.1,0.26,6.0
"Боул с фасолью, киноа и сладким перцем",Соль,0.7,0,0,0,0,0,0.0,0.0
"Боул с фасолью, киноа и сладким перцем",Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Киноа с яйцом и овощами,Киноа,63,368,14,6,64,7,8.82,231.8
Киноа с яйцом и овощами,Яйца,120,143,12.6,9.5,0.7,0,15.12,171.6
Киноа с яйцом и овощами,Брокколи,162,34,2.8,0.4,7,2.6,4.54,55.1
Киноа с яйцом и овощами,Перец,135,31,1,0.3,6,2.1,1.35,41.9
Киноа с яйцом и овощами,Соль,0.7,0,0,0,0,0,0.0,0.0
Киноа с яйцом и овощами,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Киноа с яйцом и овощами,Лимон,12,29,1.1,0.3,9.3,2.8,0.13,3.5
Киноа с яйцом и овощами,Оливковое масло,6,884,0,100,0,0,0.0,53.0
Киноа с яйцом и овощами,Петрушка,3,36,3,0.8,6.3,3.3,0.09,1.1
Гречка с тофу и шпинатом,Гречка,68,343,13,3.4,72,10,8.84,233.2
Гречка с тофу и шпинатом,Тофу,162,144,17,9,3,2,27.54,233.3
Гречка с тофу и шпинатом,Шпинат,90,23,2.9,0.4,3.6,2.2,2.61,20.7
Гречка с тофу и шпинатом,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Гречка с тофу и шпинатом,Соевый соус,30,53,8.1,0.6,4.9,0.8,2.43,15.9
Гречка с тофу и шпинатом,Имбирь,8,80,1.8,0.8,17.8,2,0.14,6.4
Гречка с тофу и шпинатом,Чеснок,6,149,6.4,0.5,33.1,2.1,0.38,8.9
Гречка с тофу и шпинатом,Лайм,10,30,0.7,0.2,10.5,2.8,0.07,3.0
Булгур с креветками,Булгур,68,342,12,1.3,76,12.5,8.16,232.6
Булгур с креветками,Креветки сырые,162,85,20.1,0.5,0.2,0,32.56,137.7
Булгур с креветками,Кабачок,162,17,1.2,0.3,3.1,1,1.94,27.5
Булгур с креветками,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Булгур с креветками,Лимон,30,29,1.1,0.3,9.3,2.8,0.33,8.7
Булгур с креветками,Оливковое масло,14,884,0,100,0,0,0.0,123.8
Булгур с креветками,Чёрный перец,0.8,251,10.4,3.3,64,25,0.08,2.0
Булгур с креветками,Соль,0.8,0,0,0,0,0,0.0,0.0
Булгур с креветками,Укроп,3,43,3.5,1.1,7,2.1,0.1,1.3
Кускус с тунцом в собственном соку и овощами,Кускус,68,376,12.8,0.6,77,5,8.7,255.7
Кускус с тунцом в собственном соку и овощами,Огурцы,135,15,0.7,0.1,3.6,0.5,0.94,20.2
Кускус с тунцом в собственном соку и овощами,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Кускус с тунцом в собственном соку и овощами,Тунец консервированный в собственном соку,144,116,25.5,0.8,0,0,36.72,167.0
Кускус с тунцом в собственном соку и овощами,Лимон,25,29,1.1,0.3,9.3,2.8,0.28,7.2
Кускус с тунцом в собственном соку и овощами,Оливковое масло,13,884,0,100,0,0,0.0,114.9
Кускус с тунцом в собственном соку и овощами,Чёрный перец,0.8,251,10.4,3.3,64,25,0.08,2.0
Паста с тунцом и шпинатом,Макароны цельнозерновые,72,348,14,2.5,64,8,10.08,250.6
Паста с тунцом и шпинатом,Шпинат,90,23,2.9,0.4,3.6,2.2,2.61,20.7
Паста с тунцом и шпинатом,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Паста с тунцом и шпинатом,Тунец консервированный в собственном соку,144,116,25.5,0.8,0,0,36.72,167.0
Паста с тунцом и шпинатом,Лимон,15,29,1.1,0.3,9.3,2.8,0.17,4.3
Паста с тунцом и шпинатом,Оливковое масло,13,884,0,100,0,0,0.0,114.9
Паста с тунцом и шпинатом,Чёрный перец,0.8,251,10.4,3.3,64,25,0.08,2.0
Паста с тунцом и шпинатом,Томатная паста,35,82,4.3,0.5,18.9,4.1,1.5,28.7
Паста с тунцом и шпинатом,Чеснок,3,149,6.4,0.5,33.1,2.1,0.19,4.5
Паста с тунцом и шпинатом,Базилик,4,23,3.2,0.6,2.7,1.6,0.13,0.9
Паста с тунцом и шпинатом,Соль,0.8,0,0,0,0,0,0.0,0.0
Паста с тофу и овощами,Макароны цельнозерновые,72,348,14,2.5,64,8,10.08,250.6
Паста с тофу и овощами,Тофу,162,144,17,9,3,2,27.54,233.3
Паста с тофу и овощами,Кабачок,162,17,1.2,0.3,3.1,1,1.94,27.5
Паста с тофу и овощами,Перец,135,31,1,0.3,6,2.1,1.35,41.9
Паста с тофу и овощами,Соевый соус,15,53,8.1,0.6,4.9,0.8,1.22,8.0
Паста с тофу и овощами,Имбирь,4,80,1.8,0.8,17.8,2,0.07,3.2
Паста с тофу и овощами,Чеснок,6,149,6.4,0.5,33.1,2.1,0.38,8.9
Паста с тофу и овощами,Томатная паста,35,82,4.3,0.5,18.9,4.1,1.5,28.7
Паста с тофу и овощами,Базилик,4,23,3.2,0.6,2.7,1.6,0.13,0.9
Паста с тофу и овощами,Оливковое масло,5,884,0,100,0,0,0.0,44.2
Паста с тофу и овощами,Соль,0.8,0,0,0,0,0,0.0,0.0
Паста с тофу и овощами,Чёрный перец,0.3,251,10.4,3.3,64,25,0.03,0.8
Рис с яйцом и овощами,Рис бурый,68,370,7.9,2.9,77,3.5,5.37,251.6
Рис с яйцом и овощами,Яйца,120,143,12.6,9.5,0.7,0,15.12,171.6
Рис с яйцом и овощами,Морковь,108,41,0.9,0.2,10,2.8,0.97,44.3
Рис с яйцом и овощами,Зелёная фасоль,144,31,1.8,0.2,7,3.4,2.59,44.6
Рис с яйцом и овощами,Соль,0.7,0,0,0,0,0,0.0,0.0
Рис с яйцом и овощами,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Мультиварочный нут с овощами,Нут готовый,117,164,8.9,2.6,27.4,7.6,10.41,191.9
Мультиварочный нут с овощами,Кабачок,162,17,1.2,0.3,3.1,1,1.94,27.5
Мультиварочный нут с овощами,Морковь,108,41,0.9,0.2,10,2.8,0.97,44.3
Мультиварочный нут с овощами,Помидоры,135,18,0.9,0.2,3.9,1.2,1.22,24.3
Мультиварочный нут с овощами,Тахини,33,595,17,54,21,9.3,5.61,196.3
Мультиварочный нут с овощами,Лимон,24,29,1.1,0.3,9.3,2.8,0.26,7.0
Мультиварочный нут с овощами,Чеснок,4,149,6.4,0.5,33.1,2.1,0.26,6.0
Мультиварочный нут с овощами,Соль,0.7,0,0,0,0,0,0.0,0.0
Мультиварочный нут с овощами,Чёрный перец,0.2,251,10.4,3.3,64,25,0.02,0.5
Овсянка с клубникой и йогуртом,Овсянка,54,370,13,7,62,10,7.02,199.8
Овсянка с клубникой и йогуртом,Греческий йогурт 2%,180,73,9,2,4,0,16.2,131.4
Овсянка с клубникой и йогуртом,Семена чиа,14,486,17,31,42,34,2.38,68.0
Овсянка с клубникой и йогуртом,Соль,0.5,0,0,0,0,0,0.0,0.0
Овсянка с клубникой и йогуртом,Клубника,90.0,32,0.7,0.3,7.7,2,0.63,28.8
Овсянка с вишней и миндалём,Овсянка,54,370,13,7,62,10,7.02,199.8
Овсянка с вишней и миндалём,Миндаль,18,579,21,50,22,12.5,3.78,104.2
Овсянка с вишней и миндалём,"Молоко 3,2%",180,60,3.2,3.2,4.7,0,5.76,108.0
Овсянка с вишней и миндалём,Соль,0.5,0,0,0,0,0,0.0,0.0
Овсянка с вишней и миндалём,Вишня,90.0,50,1,0.3,12,1.6,0.9,45.0
Овсянка с грушейм и льном,Овсянка,54,370,13,7,62,10,7.02,199.8
